,Unnamed: 0,state_entry,term,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
46081,46081,Minnesota,Fall 2021,Macalester College,0,0,0,0,0,0,0
46093,46093,Minnesota,Fall 2021,Metropolitan State Univ,0,0,0,0,0,0,0
46103,46103,Minnesota,Fall 2021,Minneapolis Cmty & Tech Coll,0,0,0,0,0,0,0
46143,46143,Minnesota,Fall 2021,Minnesota State Univ Mankato,0,0,0,0,0,0,0
46227,46227,Minnesota,Fall 2021,Normandale Community College,0,0,0,0,0,0,0
46259,46259,Minnesota,Fall 2021,North Hennepin Cmty College,0,0,0,0,0,0,0
46289,46289,Minnesota,Fall 2021,Riverland Community College,0,0,0,0,0,0,0
46297,46297,Minnesota,Fall 2021,Rochester Cmty Tech College,0,0,0,0,0,0,0
46304,46304,Minnesota,Fall 2021,Saint Johns University,0,0,0,0,0,0,0
46340,46340,Minnesota,Fall 2021,Southwest Minnesota State Univ,0,0,0,0,0,0,0
46351,46351,Minnesota,Fall 2021,St Marys University Mn,0,0,0,0,0,0,0
46374,46374,Minnesota,Fall 2021,St Olaf College,0,0,0,0,0,0,0
46434,46434,Minnesota,Fall 2021,U Of Northwestern St Paul,0,0,0,0,0,0,0
46449,46449,Minnesota,Fall 2021,Univ Minnesota Crookston,0,0,0,0,0,0,0
46465,46465,Minnesota,Fall 2021,Univ Minnesota Duluth,0,0,0,0,0,0,0
46524,46524,Minnesota,Fall 2021,Univ Saint Thomas Mn,0,0,0,0,0,0,0
46550,46550,Minnesota,Fall 2021,Univ of Minnesota -Twin Cities,0,0,0,0,0,0,0
46749,46749,Minnesota,Fall 2021,Winona State University,0,0,0,0,0,0,0
46776,46776,Mississippi,Fall 2021,Delta State University,0,0,0,0,0,0,0
46796,46796,Mississippi,Fall 2021,Hinds Community College,0,0,0,0,0,0,0
46837,46837,Mississippi,Fall 2021,Holmes Cmty College,0,0,0,0,0,0,0
46917,46917,Mississippi,Fall 2021,Jackson State University,0,0,0,0,0,0,0
46980,46980,Mississippi,Fall 2021,Jones County Jr College,0,0,0,0,0,0,0
47023,47023,Mississippi,Fall 2021,Meridian Community College,0,0,0,0,0,0,0
47050,47050,Mississippi,Fall 2021,Millsaps College,0,0,0,0,0,0,0
47133,47133,Mississippi,Fall 2021,Miss Gulf Coast CC Gulfport,0,0,0,0,0,0,0
47214,47214,Mississippi,Fall 2021,Miss State University,0,0,0,0,0,0,0
47331,47331,Mississippi,Fall 2021,Miss University For Women,0,0,0,0,0,0,0
47402,47402,Mississippi,Fall 2021,Mississippi College,0,0,0,0,0,0,0
47431,47431,Mississippi,Fall 2021,Northwst Mississippi Cmty Coll,0,0,0,0,0,0,0
47475,47475,Mississippi,Fall 2021,Pearl River Cmty College,0,0,0,0,0,0,0
47533,47533,Mississippi,Fall 2021,Univ Mississippi,0,0,0,0,0,0,0
47650,47650,Mississippi,Fall 2021,Univ Southern Mississippi,0,0,0,0,0,0,0
47689,47689,Mississippi,Fall 2021,William Carey University,0,0,0,0,0,0,0
47738,47738,Missouri,Fall 2021,Fontbonne University,0,0,0,0,0,0,0
47762,47762,Missouri,Fall 2021,Jefferson College,0,0,0,0,0,0,0
47822,47822,Missouri,Fall 2021,Lindenwood University,0,0,0,0,0,0,0
47842,47842,Missouri,Fall 2021,Metropolitan Cc Maple Woods,0,0,0,0,0,0,0
47963,47963,Missouri,Fall 2021,Missouri State U Springfield,0,0,0,0,0,0,0
48011,48011,Missouri,Fall 2021,Missouri Univ Sc And Tech,0,0,0,0,0,0,0
48129,48129,Missouri,Fall 2021,Northwst Missouri State Univ,0,0,0,0,0,0,0
48200,48200,Missouri,Fall 2021,Ozarks Techl Cmnty College,0,0,0,0,0,0,0
48242,48242,Missouri,Fall 2021,Park University,0,0,0,0,0,0,0
48272,48272,Missouri,Fall 2021,Southwst Baptist University,0,0,0,0,0,0,0
48292,48292,Missouri,Fall 2021,St Charles Cmty College,0,0,0,0,0,0,0
48308,48308,Missouri,Fall 2021,St Louis Cc At Wildwood,0,0,0,0,0,0,0
48322,48322,Missouri,Fall 2021,St Louis Cmty Colg Forest Pk,0,0,0,0,0,0,0
48342,48342,Missouri,Fall 2021,St Louis Cmty Coll Flor Vly,0,0,0,0,0,0,0
48357,48357,Missouri,Fall 2021,St Louis Cmty Coll Meramec,0,0,0,0,0,0,0
48409,48409,Missouri,Fall 2021,St Louis University Mo,0,0,0,0,0,0,0
48527,48527,Missouri,Fall 2021,Truman State University,0,0,0,0,0,0,0
48560,48560,Missouri,Fall 2021,Univ Missouri Columbia*,0,0,0,0,0,0,0
48694,48694,Missouri,Fall 2021,Univ Missouri Kansas City,0,0,0,0,0,0,0
48729,48729,Missouri,Fall 2021,Univ Missouri St Louis,0,0,0,0,0,0,0
48820,48820,Missouri,Fall 2021,Washington Univ in St. Louis,0,0,0,0,0,0,0
48877,48877,Missouri,Fall 2021,Wentworth Military Acdmy Colg,0,0,0,0,0,0,0
48908,48908,Missouri,Fall 2021,Westminster College Mo,0,0,0,0,0,0,0
48927,48927,Montana,Fall 2021,Flathead Valley Cmty College,0,0,0,0,0,0,0
48953,48953,Montana,Fall 2021,Montana State Univ Bozeman,0,0,0,0,0,0,0
49005,49005,Montana,Fall 2021,Montana Tech Of Univ Montana,0,0,0,0,0,0,0
49015,49015,Montana,Fall 2021,Univ Montana,0,0,0,0,0,0,0
49078,49078,Nebraska,Fall 2021,Concordia University Ne,0,0,0,0,0,0,0
49104,49104,Nebraska,Fall 2021,Metropolitan Cmty College Ne,0,0,0,0,0,0,0
49125,49125,Nebraska,Fall 2021,Nebraska Wesleyan University,0,0,0,0,0,0,0
49180,49180,Nebraska,Fall 2021,Univ Nebraska Lincoln*,0,0,0,0,0,0,0
49272,49272,Nebraska,Fall 2021,Univ Nebraska Omaha,0,0,0,0,0,0,0
49369,49369,Nevada,Fall 2021,College Of Southern Nevada,0,0,0,0,0,0,0
49386,49386,Nevada,Fall 2021,Truckee Meadows Cmty College,0,0,0,0,0,0,0
49420,49420,Nevada,Fall 2021,Univ Nevada Las Vegas,0,0,0,0,0,0,0
49484,49484,Nevada,Fall 2021,Univ Nevada Reno*,0,0,0,0,0,0,0
49520,49520,Nevada,Fall 2021,Western Nevada College,0,0,0,0,0,0,0
49545,49545,New Hampshire,Fall 2021,Daniel Webster College,0,0,0,0,0,0,0
49598,49598,New Hampshire,Fall 2021,Great Bay Community College,0,0,0,0,0,0,0
49610,49610,New Hampshire,Fall 2021,Manchester Comm College - NH,0,0,0,0,0,0,0
49622,49622,New Hampshire,Fall 2021,Nhit Concord'S Community Colg,0,0,0,0,0,0,0
49724,49724,New Hampshire,Fall 2021,Univ New Hampshire Durham,0,0,0,0,0,0,0
49813,49813,New Hampshire,Fall 2021,Univ New Hampshire Manchester,0,0,0,0,0,0,0
49853,49853,New Jersey,Fall 2021,Bergen Community College,0,0,0,0,0,0,0
49945,49945,New Jersey,Fall 2021,Bloomfield College,0,0,0,0,0,0,0
49963,49963,New Jersey,Fall 2021,Brookdale Cmty College,0,0,0,0,0,0,0
50019,50019,New Jersey,Fall 2021,Camden County College,0,0,0,0,0,0,0
50101,50101,New Jersey,Fall 2021,County College Morris,0,0,0,0,0,0,0
50150,50150,New Jersey,Fall 2021,Essex County College,0,0,0,0,0,0,0
50219,50219,New Jersey,Fall 2021,Fairleigh Dickinson U Madison,0,0,0,0,0,0,0
50253,50253,New Jersey,Fall 2021,Fairleigh Dickinson U Teaneck,0,0,0,0,0,0,0
50294,50294,New Jersey,Fall 2021,Hudson Co Cmty College,0,0,0,0,0,0,0
50316,50316,New Jersey,Fall 2021,Mercer County Cmty College,0,0,0,0,0,0,0
50374,50374,New Jersey,Fall 2021,Middlesex County College,0,0,0,0,0,0,0
50467,50467,New Jersey,Fall 2021,New Jersey Institute Tech,0,0,0,0,0,0,0
50578,50578,New Jersey,Fall 2021,Ocean County College,0,0,0,0,0,0,0
50592,50592,New Jersey,Fall 2021,Passaic County Community Coll*,0,0,0,0,0,0,0
50642,50642,New Jersey,Fall 2021,Princeton University,0,0,0,0,0,0,0
50645,50645,New Jersey,Fall 2021,Raritan Valley Cmty College,0,0,0,0,0,0,0
50706,50706,New Jersey,Fall 2021,Rider University,0,0,0,0,0,0,0
50726,50726,New Jersey,Fall 2021,Rowan At Burlington County Col,0,0,0,0,0,0,0
50769,50769,New Jersey,Fall 2021,Rowan Colg At Gloucester Cnty,0,0,0,0,0,0,0
50790,50790,New Jersey,Fall 2021,Rowan University,0,0,0,0,0,0,0
50831,50831,New Jersey,Fall 2021,Rutgers University,0,0,0,0,0,0,0
51056,51056,New Jersey,Fall 2021,Seton Hall University,0,0,0,0,0,0,0
51147,51147,New Jersey,Fall 2021,Stevens Institute Tech,0,0,0,0,0,0,0
51185,51185,New Jersey,Fall 2021,Stockton University,0,0,0,0,0,0,0
51192,51192,New Jersey,Fall 2021,Sussex County Cmnty College,0,0,0,0,0,0,0
51215,51215,New Jersey,Fall 2021,Thomas Edison State University,0,0,0,0,0,0,0
51239,51239,New Jersey,Fall 2021,Union County College,0,0,0,0,0,0,0
51324,51324,New Mexico,Fall 2021,Central New Mexico Cc-Main Cmp,0,0,0,0,0,0,0
51396,51396,New Mexico,Fall 2021,Eastern New Mexico Univ-Main,0,0,0,0,0,0,0
51399,51399,New Mexico,Fall 2021,New Mexico Inst Mining & Tech,0,0,0,0,0,0,0
51516,51516,New Mexico,Fall 2021,New Mexico Military Institute,0,0,0,0,0,0,0
51557,51557,New Mexico,Fall 2021,New Mexico State U-Univ Park,0,0,0,0,0,0,0
51585,51585,New Mexico,Fall 2021,San Juan College,0,0,0,0,0,0,0
51602,51602,New Mexico,Fall 2021,Univ New Mexico Albuquerque,0,0,0,0,0,0,0
51650,51650,New York,Fall 2021,American University Cairo,0,0,0,0,0,0,0
51850,51850,New York,Fall 2021,American University Of Beirut,0,0,0,0,0,0,0
51979,51979,New York,Fall 2021,Lebanese American University,0,0,0,0,0,0,0
52033,52033,New York,Fall 2021,Alfred University,0,0,0,0,0,0,0
52071,52071,New York,Fall 2021,Bard College,0,0,0,0,0,0,0
52156,52156,New York,Fall 2021,Barnard College,0,0,0,0,0,0,0
52253,52253,New York,Fall 2021,CUNY Baruch College,0,0,0,0,0,0,0
52265,52265,New York,Fall 2021,CUNY Borough Manhattan CC,0,0,0,0,0,0,0
52371,52371,New York,Fall 2021,CUNY Bronx Comm College,0,0,0,0,0,0,0
52397,52397,New York,Fall 2021,CUNY Brooklyn College,0,0,0,0,0,0,0
52416,52416,New York,Fall 2021,CUNY College of Staten Island,0,0,0,0,0,0,0
52446,52446,New York,Fall 2021,CUNY Hunter College,0,0,0,0,0,0,0
52485,52485,New York,Fall 2021,CUNY Kingsborough Comm College,0,0,0,0,0,0,0
52571,52571,New York,Fall 2021,CUNY Laguardia Comm College,0,0,0,0,0,0,0
52609,52609,New York,Fall 2021,CUNY Medgar Evers College,0,0,0,0,0,0,0
52692,52692,New York,Fall 2021,CUNY NYC College of Technology,0,0,0,0,0,0,0
52732,52732,New York,Fall 2021,CUNY Queens College,0,0,0,0,0,0,0
52756,52756,New York,Fall 2021,CUNY Queensborough CC,0,0,0,0,0,0,0
52864,52864,New York,Fall 2021,CUNY The City College,0,0,0,0,0,0,0
52940,52940,New York,Fall 2021,CUNY- Hostos Community College,0,0,0,0,0,0,0
52967,52967,New York,Fall 2021,Canisius College,0,0,0,0,0,0,0
52995,52995,New York,Fall 2021,Clarkson University,0,0,0,0,0,0,0
53060,53060,New York,Fall 2021,Colgate University,0,0,0,0,0,0,0
53078,53078,New York,Fall 2021,Columbia Univ-New York City,0,0,0,0,0,0,0
53180,53180,New York,Fall 2021,Concordia College New York,0,0,0,0,0,0,0
53209,53209,New York,Fall 2021,Cooper Union,0,0,0,0,0,0,0
53232,53232,New York,Fall 2021,Cornell University,0,0,0,0,0,0,0
53456,53456,New York,Fall 2021,Corning Cmty College,0,0,0,0,0,0,0
53546,53546,New York,Fall 2021,Dutchess Comm Coll - SUNY,0,0,0,0,0,0,0
53606,53606,New York,Fall 2021,Erie Cmty Coll City Campus,0,0,0,0,0,0,0
53634,53634,New York,Fall 2021,Finger Lakes Cmty College,0,0,0,0,0,0,0
53669,53669,New York,Fall 2021,Fordham University,0,0,0,0,0,0,0
53751,53751,New York,Fall 2021,Hamilton College Ny,0,0,0,0,0,0,0
53775,53775,New York,Fall 2021,Herkimer Cnty Commnty College,0,0,0,0,0,0,0
53792,53792,New York,Fall 2021,Hobart/William Smith College,0,0,0,0,0,0,0
53802,53802,New York,Fall 2021,Hofstra University,0,0,0,0,0,0,0
53912,53912,New York,Fall 2021,Hudson Valley Cmty College,0,0,0,0,0,0,0
53964,53964,New York,Fall 2021,Iona College,0,0,0,0,0,0,0
53981,53981,New York,Fall 2021,Ithaca College,0,0,0,0,0,0,0
54000,54000,New York,Fall 2021,Jamestown Cmty Coll Jamestown*,0,0,0,0,0,0,0
54031,54031,New York,Fall 2021,Le Moyne College,0,0,0,0,0,0,0
54062,54062,New York,Fall 2021,Long Island Univ Post,0,0,0,0,0,0,0
54067,54067,New York,Fall 2021,Manhattan College,0,0,0,0,0,0,0
54125,54125,New York,Fall 2021,Mohawk Valley Cmty College,0,0,0,0,0,0,0
54169,54169,New York,Fall 2021,Monroe Community College,0,0,0,0,0,0,0
54258,54258,New York,Fall 2021,Nassau Cmty College,0,0,0,0,0,0,0
54350,54350,New York,Fall 2021,New York Inst Of Techlgy,0,0,0,0,0,0,0
54381,54381,New York,Fall 2021,New York University,0,0,0,0,0,0,0
54600,54600,New York,Fall 2021,North Country Cmty College,0,0,0,0,0,0,0
54689,54689,New York,Fall 2021,Onondaga Cmty College,0,0,0,0,0,0,0
54751,54751,New York,Fall 2021,Pace Univ New York City*,0,0,0,0,0,0,0
54782,54782,New York,Fall 2021,Polytechnic Institute Of Nyu*,0,0,0,0,0,0,0
54834,54834,New York,Fall 2021,Rensselaer Polytechnic Inst,0,0,0,0,0,0,0
55038,55038,New York,Fall 2021,Rochester Institute Technology,0,0,0,0,0,0,0
55182,55182,New York,Fall 2021,Rockland Community College,0,0,0,0,0,0,0
55301,55301,New York,Fall 2021,SUNY Binghamton,0,0,0,0,0,0,0
55441,55441,New York,Fall 2021,SUNY Broome Comm College,0,0,0,0,0,0,0
55478,55478,New York,Fall 2021,SUNY Center Albany,0,0,0,0,0,0,0
55552,55552,New York,Fall 2021,SUNY Purchase College,0,0,0,0,0,0,0
55569,55569,New York,Fall 2021,SUNY University at Buffalo,0,0,0,0,0,0,0
55747,55747,New York,Fall 2021,SUNY  Orange County Comm Coll,0,0,0,0,0,0,0
55797,55797,New York,Fall 2021,Skidmore College,0,0,0,0,0,0,0
55813,55813,New York,Fall 2021,St Bonaventure University,0,0,0,0,0,0,0
55819,55819,New York,Fall 2021,St Francis College Ny,0,0,0,0,0,0,0
55858,55858,New York,Fall 2021,St Johns Univ Staten Island,0,0,0,0,0,0,0
55892,55892,New York,Fall 2021,Stony Brook University SUNY,0,0,0,0,0,0,0
55987,55987,New York,Fall 2021,Suffolk County Cmnty College,0,0,0,0,0,0,0
56080,56080,New York,Fall 2021,Suny Colg Geneseo,0,0,0,0,0,0,0
56084,56084,New York,Fall 2021,Suny Coll Envrnmntl Sci Frstry,0,0,0,0,0,0,0
56120,56120,New York,Fall 2021,Suny Coll Fredonia,0,0,0,0,0,0,0
56230,56230,New York,Fall 2021,Suny Coll Oswego,0,0,0,0,0,0,0
56278,56278,New York,Fall 2021,Suny Farmingdale,0,0,0,0,0,0,0
56343,56343,New York,Fall 2021,Suny Plattsburgh,0,0,0,0,0,0,0
56377,56377,New York,Fall 2021,Syracuse University,0,0,0,0,0,0,0
56496,56496,New York,Fall 2021,The New School -New York,0,0,0,0,0,0,0
56520,56520,New York,Fall 2021,Tompkins Cortland Cmty College,0,0,0,0,0,0,0
56536,56536,New York,Fall 2021,Union College,0,0,0,0,0,0,0
56582,56582,New York,Fall 2021,United States Military Academy,0,0,0,0,0,0,0
56830,56830,New York,Fall 2021,Univ Rochester,0,0,0,0,0,0,0
56905,56905,New York,Fall 2021,Westchester Community College,0,0,0,0,0,0,0
56978,56978,North Carolina,Fall 2021,Alamance Cmty College,0,0,0,0,0,0,0
57010,57010,North Carolina,Fall 2021,Appalachian State University,0,0,0,0,0,0,0
57180,57180,North Carolina,Fall 2021,Asheville-Buncombe Tech Cmty C,0,0,0,0,0,0,0
57198,57198,North Carolina,Fall 2021,Belmont Abbey College,0,0,0,0,0,0,0
57212,57212,North Carolina,Fall 2021,Blue Ridge Cmty Coll Nc,0,0,0,0,0,0,0
57259,57259,North Carolina,Fall 2021,Brevard College*,0,0,0,0,0,0,0
57295,57295,North Carolina,Fall 2021,Brunswick Cmty College,0,0,0,0,0,0,0
57344,57344,North Carolina,Fall 2021,Caldwell Cmty Coll Tech Inst,0,0,0,0,0,0,0
57359,57359,North Carolina,Fall 2021,Campbell University,0,0,0,0,0,0,0
57406,57406,North Carolina,Fall 2021,Cape Fear Community College,0,0,0,0,0,0,0
57463,57463,North Carolina,Fall 2021,Catawba Valley Cmty College,0,0,0,0,0,0,0
57529,57529,North Carolina,Fall 2021,Central Piedmont Cmty Coll,0,0,0,0,0,0,0
57597,57597,North Carolina,Fall 2021,Centrl Carolina Cmty College,0,0,0,0,0,0,0
57640,57640,North Carolina,Fall 2021,Coastal Carolina Cmty College,0,0,0,0,0,0,0
57652,57652,North Carolina,Fall 2021,College Of The Albemarle,0,0,0,0,0,0,0
57684,57684,North Carolina,Fall 2021,Craven Cmty College,0,0,0,0,0,0,0
57724,57724,North Carolina,Fall 2021,Davidson College,0,0,0,0,0,0,0
57771,57771,North Carolina,Fall 2021,Davidson County Cmnty College,0,0,0,0,0,0,0
57787,57787,North Carolina,Fall 2021,Duke University,0,0,0,0,0,0,0
57940,57940,North Carolina,Fall 2021,Durham Tech Cmty College,0,0,0,0,0,0,0
57992,57992,North Carolina,Fall 2021,East Carolina University*,0,0,0,0,0,0,0
58119,58119,North Carolina,Fall 2021,Elon University,0,0,0,0,0,0,0
58350,58350,North Carolina,Fall 2021,Fayetteville State University,0,0,0,0,0,0,0
58418,58418,North Carolina,Fall 2021,Forsyth Tech Cmty College,0,0,0,0,0,0,0
58445,58445,North Carolina,Fall 2021,Gardner-Webb University,0,0,0,0,0,0,0
58497,58497,North Carolina,Fall 2021,Gaston College,0,0,0,0,0,0,0
58515,58515,North Carolina,Fall 2021,Guilford College,0,0,0,0,0,0,0
58658,58658,North Carolina,Fall 2021,High Point University,0,0,0,0,0,0,0
58729,58729,North Carolina,Fall 2021,Isothermal Cmty College,0,0,0,0,0,0,0
58747,58747,North Carolina,Fall 2021,Johnston Cmty College,0,0,0,0,0,0,0
58769,58769,North Carolina,Fall 2021,Lenoir Cmty College,0,0,0,0,0,0,0
58834,58834,North Carolina,Fall 2021,Lenoir-Rhyne University,0,0,0,0,0,0,0
58855,58855,North Carolina,Fall 2021,Mars Hill University,0,0,0,0,0,0,0
58873,58873,North Carolina,Fall 2021,Meredith College,0,0,0,0,0,0,0
58907,58907,North Carolina,Fall 2021,Mitchell Comm College,0,0,0,0,0,0,0
59008,59008,North Carolina,Fall 2021,North Car Agr Tech State Univ,0,0,0,0,0,0,0
59114,59114,North Carolina,Fall 2021,North Car Central University,0,0,0,0,0,0,0
59164,59164,North Carolina,Fall 2021,North Carolina State Univ,0,0,0,0,0,0,0
59513,59513,North Carolina,Fall 2021,North Carolina Wesleyan Colg,0,0,0,0,0,0,0
59518,59518,North Carolina,Fall 2021,Pfeiffer University,0,0,0,0,0,0,0
59535,59535,North Carolina,Fall 2021,Pitt Community College,0,0,0,0,0,0,0
59560,59560,North Carolina,Fall 2021,Queens University Charlotte,0,0,0,0,0,0,0
59710,59710,North Carolina,Fall 2021,St Andrews University,0,0,0,0,0,0,0
59717,59717,North Carolina,Fall 2021,St Augustines College,0,0,0,0,0,0,0
59776,59776,North Carolina,Fall 2021,Univ North Carolina Asheville,0,0,0,0,0,0,0
59886,59886,North Carolina,Fall 2021,Univ North Carolina Chapel Hl,0,0,0,0,0,0,0
60142,60142,North Carolina,Fall 2021,Univ North Carolina Charlotte,0,0,0,0,0,0,0
60279,60279,North Carolina,Fall 2021,Univ North Carolina Greensboro,0,0,0,0,0,0,0
60405,60405,North Carolina,Fall 2021,Univ North Carolina Wilmington,0,0,0,0,0,0,0
60484,60484,North Carolina,Fall 2021,Wake Forest University,0,0,0,0,0,0,0
60545,60545,North Carolina,Fall 2021,Wake Technical College,0,0,0,0,0,0,0
60671,60671,North Carolina,Fall 2021,Warren Wilson College,0,0,0,0,0,0,0
60681,60681,North Carolina,Fall 2021,Wayne Community College,0,0,0,0,0,0,0
60737,60737,North Carolina,Fall 2021,Western Piedmont Community C,0,0,0,0,0,0,0
60783,60783,North Dakota,Fall 2021,Bismarck State College,0,0,0,0,0,0,0
60809,60809,North Dakota,Fall 2021,North Dakota St U Fargo,0,0,0,0,0,0,0
60821,60821,North Dakota,Fall 2021,Univ North Dakota Grand Forks*,0,0,0,0,0,0,0
60854,60854,North Dakota,Fall 2021,University Of Mary,0,0,0,0,0,0,0
60862,60862,Ohio,Fall 2021,Baldwin Wallace University,0,0,0,0,0,0,0
60875,60875,Ohio,Fall 2021,Bowling Green State University,0,0,0,0,0,0,0
60904,60904,Ohio,Fall 2021,Case Western Reserve Univ,0,0,0,0,0,0,0
61031,61031,Ohio,Fall 2021,Cedarville University,0,0,0,0,0,0,0
61062,61062,Ohio,Fall 2021,Clark State Cmty College,0,0,0,0,0,0,0
61084,61084,Ohio,Fall 2021,Cleveland State University,0,0,0,0,0,0,0
61133,61133,Ohio,Fall 2021,College Of Wooster,0,0,0,0,0,0,0
61143,61143,Ohio,Fall 2021,Columbus State Cmty College,0,0,0,0,0,0,0
61224,61224,Ohio,Fall 2021,Cuyahoga C C Metropolitan,0,0,0,0,0,0,0
61297,61297,Ohio,Fall 2021,Cuyahoga Cmnty Colg Eastern,0,0,0,0,0,0,0
61380,61380,Ohio,Fall 2021,Cuyahoga Cmnty Colg Western Cm,0,0,0,0,0,0,0
61450,61450,Ohio,Fall 2021,Cuyahoga Cmnty Colg Westshore,0,0,0,0,0,0,0
61462,61462,Ohio,Fall 2021,Denison University,0,0,0,0,0,0,0
61479,61479,Ohio,Fall 2021,Edison State Cmty College,0,0,0,0,0,0,0
61536,61536,Ohio,Fall 2021,John Carroll University,0,0,0,0,0,0,0
61571,61571,Ohio,Fall 2021,Kent State University,0,0,0,0,0,0,0
61574,61574,Ohio,Fall 2021,Kenyon College,0,0,0,0,0,0,0
61623,61623,Ohio,Fall 2021,Lakeland Cmty College,0,0,0,0,0,0,0
61663,61663,Ohio,Fall 2021,Lorain Co Cmty College,0,0,0,0,0,0,0
61699,61699,Ohio,Fall 2021,Marietta College,0,0,0,0,0,0,0
61722,61722,Ohio,Fall 2021,Miami University,0,0,0,0,0,0,0
61856,61856,Ohio,Fall 2021,Muskingum University,0,0,0,0,0,0,0
61880,61880,Ohio,Fall 2021,Oberlin College,0,0,0,0,0,0,0
61912,61912,Ohio,Fall 2021,Ohio Northern University,0,0,0,0,0,0,0
61945,61945,Ohio,Fall 2021,Ohio State Univ Columbus,0,0,0,0,0,0,0
62311,62311,Ohio,Fall 2021,Ohio Univ Athens,0,0,0,0,0,0,0
62392,62392,Ohio,Fall 2021,Ohio Wesleyan University,0,0,0,0,0,0,0
62450,62450,Ohio,Fall 2021,Owens Community College,0,0,0,0,0,0,0
62475,62475,Ohio,Fall 2021,Sinclair Community College,0,0,0,0,0,0,0
62540,62540,Ohio,Fall 2021,Southrn State Cmty College,0,0,0,0,0,0,0
62564,62564,Ohio,Fall 2021,Univ Cincinnati,0,0,0,0,0,0,0
62638,62638,Ohio,Fall 2021,Univ Rio Grande,0,0,0,0,0,0,0
62669,62669,Ohio,Fall 2021,University Of Akron,0,0,0,0,0,0,0
62760,62760,Ohio,Fall 2021,University Of Dayton,0,0,0,0,0,0,0
62793,62793,Ohio,Fall 2021,University of Toledo,0,0,0,0,0,0,0
62816,62816,Ohio,Fall 2021,Wittenberg University,0,0,0,0,0,0,0
62872,62872,Ohio,Fall 2021,Wright State University Daytn*,0,0,0,0,0,0,0
62896,62896,Ohio,Fall 2021,Xavier University,0,0,0,0,0,0,0
62981,62981,Ohio,Fall 2021,Youngstown State University,0,0,0,0,0,0,0
63053,63053,Oklahoma,Fall 2021,Murray State College,0,0,0,0,0,0,0
63073,63073,Oklahoma,Fall 2021,Oklahoma Baptist University,0,0,0,0,0,0,0
63172,63172,Oklahoma,Fall 2021,Oklahoma City Cmty College,0,0,0,0,0,0,0
63197,63197,Oklahoma,Fall 2021,Oklahoma State Univ Stillwater,0,0,0,0,0,0,0
63245,63245,Oklahoma,Fall 2021,Oklahoma Wesleyan Univ,0,0,0,0,0,0,0
63271,63271,Oklahoma,Fall 2021,Oral Roberts University,0,0,0,0,0,0,0
63311,63311,Oklahoma,Fall 2021,Redlands Community College,0,0,0,0,0,0,0
63341,63341,Oklahoma,Fall 2021,Univ Centrl Oklahoma,0,0,0,0,0,0,0
63400,63400,Oklahoma,Fall 2021,Univ Of Oklahoma,0,0,0,0,0,0,0
63512,63512,Oregon,Fall 2021,Central Oregon Community Colg,0,0,0,0,0,0,0
63535,63535,Oregon,Fall 2021,Chemeketa Cmty College,0,0,0,0,0,0,0
63561,63561,Oregon,Fall 2021,Clackamas Cmty College,0,0,0,0,0,0,0
63575,63575,Oregon,Fall 2021,Concordia University Or,0,0,0,0,0,0,0
63589,63589,Oregon,Fall 2021,Lane Cmty College,0,0,0,0,0,0,0
63621,63621,Oregon,Fall 2021,Mount Hood Cmty College,0,0,0,0,0,0,0
63681,63681,Oregon,Fall 2021,Oregon Institute Of Technology,0,0,0,0,0,0,0
63699,63699,Oregon,Fall 2021,Oregon State University,0,0,0,0,0,0,0
63776,63776,Oregon,Fall 2021,Portland Cmty College,0,0,0,0,0,0,0
63795,63795,Oregon,Fall 2021,Portland State University,0,0,0,0,0,0,0
63860,63860,Oregon,Fall 2021,Reed College,0,0,0,0,0,0,0
63922,63922,Oregon,Fall 2021,Southwstrn Oregon Cmty College,0,0,0,0,0,0,0
63976,63976,Oregon,Fall 2021,Univ Oregon,0,0,0,0,0,0,0
